Tipo de paro;STATUS;Equipo ;Area que presenta la falla;Componente del area del equipo que presenta falla;Descripción breve ;Descripcion larga;Descubrimiento de la Falla;Síntoma de la falla;IMPacto de la falla;Tipo de falla;Causa de la falla;"Hora del INICIO del trabajo
";"Hora de FINALIZACIÓN del trabajo
";Duracion de trabajo;Nombre del equipo nuevo;Código del componente;HORA INICIO;HORA FIN;WEEK;DAY;Cantidad de tecnicos;Horas hombre;;;
AO;Operativa;Rubber Tyred Gantry Crane - K16;Main Hoist [RTG03.05];Main Hoist-Inverter 1/Master [RTG03.05.614];APAGADO DRIVERS;se asiste para encender los driver F10 inverter 1;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;22:18:00;22:26:00;0,13;RTG03_;RTG03.05.614;sábado, 24 de junio de 2023;sábado, 24 de junio de 2023;25;25;3;0,4;;;
MC;No operat.;Reach Stacker - 43;Hydraulic System [RS08.15];Hydraulic System-Block-Brake [RS08.15.037.177];Ajuste de parking;Se conectan las mangueras que estaban suelta del bloque de valvula del sistema de freno, luego se observa que no libera el parking, se hace un puente en la señal del freno y del sistema de presion se logra trasladar la maquina hacia el taller, sacandola de la estiba, la maquina no acelera no esta reconociendo el pedal, ademas de eso no hace las funciones del spreader y tiene el parking activo no destraba;103 MANTENIMIENTO;602 Pérdida de desempeño;201 Impacto en seguridad;301 Falla Mecánica;404 Relacionado a Mantenimiento;22:50:00;00:30:00;1,67;RS08_;RS08.15.037.177;sábado, 24 de junio de 2023;sábado, 24 de junio de 2023;25;25;3;5;;;
Preoperativo;Operativa;Mobile Harbour Crane - 10;Mobile Harbour Crane - 04 [MHC04];NO ID;Control de niveles;se realiza Control de niveles, luego de finalizar el buque, se ajusta una de las paletas del spreader floja. Se observa perdida de aceite en el winche y en las mangueras que estan en la tuba a mano izquierda, tener en cuenta que en 2 oportunidades aparecio nuevamente la falla de de cable reel;103 MANTENIMIENTO;614 Nivel de líquido;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;00:45:00;01:10:00;0,42;MHC04_;#N/A;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;1,25;;;
AO;Operativa;Rubber Tyred Gantry Crane - K28;Checker Cabin [RTG09.22];Checker Cabin [RTG09.22];Equipo no traslada;no estaba bien posicionada la escalera de la sala electrica se normaliza y empieza a trasladar;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;01:52:00;02:03:00;0,18;RTG09_;RTG09.22;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;0,55;;;
BD;No operat.;Mobile Harbour Crane - 08;Rotating Unit [MHC02.61];Rotating Unit-LV/Power System-Electrical Components [MHC02.61.389.154];Gancho;El operador menciona que no le gira el gancho para ninguno de los dos lados, se habla con operaciones para sacar la grua y se remplaza por la grua 10;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;01:19:00;01:34:00;0,25;MHC02_;MHC02.61.389.154;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;0,75;;;
MC;No operat.;Mobile Harbour Crane - 08;Rotating Unit [MHC02.61];Rotating Unit-LV/Power System-Electrical Components [MHC02.61.389.154];Gancho;Se desmonta el spreader y se revisa el gancho inicalmente estaba en corto la ficha del rectificador, se remplaza junto con la bobina y enciende el led permitiendo girar el motor, en donde se obserba que giraba muy forzado, se revisa tension le llegaban los 380v cuando se activaba el giro, al medirlo sin ternsion llegaban 154 v, por eso se revisa el contactor y se encuentra trabado, se mide las bobina del motor y 2 estan a masa, se busca motor para remplazarlo y no hay en pañol el que quedaba se instalo en el gancho de backup, se debera remplazar el contactor y realizar el cambio del gancho;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;02:25:00;04:05:00;1,67;MHC02_;MHC02.61.389.154;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;5;;;
BD;No operat.;Reach Stacker - 42;Spreader Comp. [RS07.14];Spreader Comp.-Encod./Limit Sw./Sens. [RS07.14.139];se queda sin señal el semaforo del spreader;se trae la maquina al taller y se revisa los fusible estan todos bien pero no le llega comunicacion a al ecu posiblemente este un cable cortado ;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;04:10:00;04:35:00;0,42;RS07_;RS07.14.139;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;1,25;;;
MC;Operativa;Mobile Harbour Crane - 08;Rotating Unit [MHC02.61];Rotating Unit-Structure-Hook [MHC02.61.315.141];Gancho;Se realiza reeMPlazo de los contactores de inversor de giro dle gancho en el tablero electrico, ademas se realiza reeMPlazo del gancho de la grua, se prueba funcionamiento del mismo, quedando instalado el spreader 16, queda operativa;103 MANTENIMIENTO;602 Pérdida de deseMPeño;203 IMPacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;07:00:00;14:00:00;7,00;MHC02_;MHC02.61.315.141;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;2;14;;;
MC;Seguimiento;Reach Stacker - 42;Spreader Comp. [RS07.14];Spreader Comp.-Encod./Limit Sw./Sens. [RS07.14.139];Falla de comunicacion del spreader;Se procede a revisar y realizar pruebas y se encuentra que esta cortado cableado de comunicacion que va dentro de la vara que pasa por la cadena de plastico se ubico la ruptura pero se tuvo que disponer de todo el personal para asistir en la RS39 para sacar el cilindro luego se retomaria la actividad en la RS42;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;07:00:00;10:00:00;3,00;RS07_;RS07.14.139;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;2;6;;;
MC;No operat.;Reach Stacker - 39;Telescopic Boom [RS04.46];Telescopic Boom-Hydraulic Cylinder [RS04.46.199];Desmontaje del cilindro hidraulico del boom;Se realiza desmontaje del cilindro del boom el cual esta dañado, se realiza desconexion de las manguera y se desvincula el mismo.;103 MANTENIMIENTO;607 Fuga;203 Impacto Operacional;;404 Relacionado a Mantenimiento;10:00:00;14:00:00;4,00;RS04_;RS04.46.199;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;12;;;
AO;Operativa;Rubber Tyred Gantry Crane - K17;Powertrain [RTG04.24];Powertrain-Main Engine (1) [RTG04.24.600];Encendido del Equipo;Se asiste para darle encendido a la maquina.;102 OPERACIONES;601 Paro;203 Impacto Operacional;399  No hay falla;;07:10:00;07:20:00;0,17;RTG04_;RTG04.24.600;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;0,5;;;
AO;Operativa;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain-Main Engine (1) [RTG06.24.600];Encendido del Equipo;Se asiste para darle encendido a la maquina.;102 OPERACIONES;601 Paro;203 Impacto Operacional;399  No hay falla;;07:20:00;07:25:00;0,08;RTG06_;RTG06.24.600;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;0,25;;;
Preoperativo;Operativa;Mobile Harbour Crane - 10;Mobile Harbour Crane - 04 [MHC04];NO ID;Preoperativo;Se realiza Preoperativo de Gruas a spreader, Nivel 9470  a 32 metros;103 MANTENIMIENTO;;;;;08:00:00;09:00:00;1,00;MHC04_;#N/A;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;3;;;
Preoperativo;Operativa;Mobile Harbour Crane - 09;Mobile Harbour Crane - 03 [MHC03];NO ID;Preoperativo;Se realiza Preoperativo de Gruas a spreader, Nivel 10652  a 27,5 metros;103 MANTENIMIENTO;;;;;09:00:00;10:00:00;1,00;MHC03_;#N/A;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;3;;;
Preoperativo;Operativa;Mobile Harbour Crane - 12;Mobile Harbour Crane - 06 [MHC06];NO ID;Preoperativo;Se realiza Preoperativo de Gruas a spreader, Nivel 14600 a 25 metros;103 MANTENIMIENTO;;;;;10:00:00;11:00:00;1,00;MHC06_;#N/A;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;3;;;
AO;Operativa;Rubber Tyred Gantry Crane - K26;Gantry [RTG06.07];Gantry-Anti-Collis Crane-Crane [RTG06.07.013];Sensor ultrasonico;regulacion de sensor ultrasonico, se prueba funcionamiento quedando ok.;102 OPERACIONES;601 Paro;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;11:52:00;12:05:00;0,22;RTG06_;RTG06.07.013;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;0,65;;;
MC;No operat.;Reach Stacker - 42;Reach Stacker - 07 [RS07];Reach Stacker - 07 [RS07];Ajuste de parking;personal de meraki entrega maquina 16:00 supuestamente probada y operativa. Al pedir a operaciones la prueba para entregarla operativa se encuentrta mal funcionamiento de freno de parking(falta regular),se pide a meraki q solucione el problema pero responden q por orden de luis tienen q retirarse (17:10)quedando maquina fuera de servicio;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;15:30:00;17:00:00;1,50;RS07_;#N/A;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;2;3;;;
BD;Operativa;Rubber Tyred Gantry Crane - K20;Spreader [RTG05.30];Spreader-Control System [RTG05.30.105];se apago semaforo de spreader;operador le erro al tacho y quedo apoyado fuera de los pinos ,se coloco funcion mantenimiento y se destrabo;102 OPERACIONES;601 Paro;203 Impacto Operacional;305  Falla Civil;406 Externo;15:45:00;16:00:00;0,25;RTG05_;RTG05.30.105;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;0,75;;;
AO;Operativa;Rubber Tyred Gantry Crane - K16;Spreader Control [RTG03.29];Spreader Control-Electrical Drive [RTG03.29.125];se apaga spreader;por movimientos bruscos de spreader se apagan drivers presentando f10. se apaga y enciende maqina para resetear drivers;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;16:00:00;16:30:00;0,50;RTG03_;RTG03.29.125;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;1;0,5;;;
MC;Operativa;Mobile Harbour Crane - 08;Powertrain [MHC02.24];Powertrain [MHC02.24];derrame de aceite en bandeja ;se retiraron 200 litros de aceite ;103 MANTENIMIENTO;607 Fuga;201 Impacto en seguridad;399  No hay falla;404 Relacionado a Mantenimiento;17:30:00;18:20:00;0,83;MHC02_;#N/A;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;3;2,5;;;
BD;No operat.;Mobile Harbour Crane - 10;Spreader Control [MHC04.29];Spreader Control-Cable Reel [MHC04.29.069];paro de spreader en bodega;se encuentra spreader en bodega si señal despues de sacudida por tacho mal enganchado, se desengancha y retira del barco. Se procede a desenganchar spreader 19 y encufar 23 para probar pero continua la falla. Se trae spreader 19 al taller para cerrar verificar si hay daños.se deja grua 10 fuera de servicio para revisar probable falla en bornera superior en pluma  .se deja grua 11 operando en su lugar;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;18:55:00;20:45:00;1,83;MHC04_;MHC04.29.069;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;4;7,333333333;;;
AO;Operativa;Rubber Tyred Gantry Crane - K16;Spreader Control [RTG03.29];Spreader Control-Electrical Drive [RTG03.29.125];se apaga spreader;por movimientos bruscos de spreader se apagan drivers presentando f10. se apaga y enciende maqina para resetear drivers;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;19:30:00;20:00:00;0,50;RTG03_;RTG03.29.125;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;25;25;2;1;;;
MC;Operativa;Reach Stacker - 42;Control System [RS07.02];Control System-ECU [RS07.02.122];Ajuste de parking;PARKING FUNCIONA-SE REEMPLAZO BOBINA DE PARKING-REEMPLAZO DE FICHA DE BOBINA-REEMPLAZO DE TECLA DE PARKING- SE DETECTA QUE TIENE QUEMADA LA SALIDA DE ALERTA DE PARKING DESDE EL MODULO.;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;23:00:00;06:00:00;7,00;RS07_;RS07.02.122;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;26;26;2;14;;;
AO;Operativa;Rubber Tyred Gantry Crane - K26;Control System [RTG06.02];Control System-PLC [RTG06.02.259];APAGADO DRIVERS;SE RESETEA Y CONTINUA OPERANDO;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;23:20:00;23:35:00;0,25;RTG06_;RTG06.02.259;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;26;26;4;1;;;
AO;Operativa;Rubber Tyred Gantry Crane - K26;Control System [RTG06.02];Control System-PLC [RTG06.02.259];APAGADO DRIVERS;SE RESETEA Y CONTINUA OPERANDO;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;01:37:00;01:50:00;0,22;RTG06_;RTG06.02.259;domingo, 25 de junio de 2023;domingo, 25 de junio de 2023;26;26;4;0,866666667;;;
MC;Operativa;Spreader - 19;Twistlock System [SP04.56];Twistlock System-Twistlock Assembly [SP04.56.342];ARMADO DE TWISLOCK;SE CERRO-SE ARMO LOS TWISLOCK;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;00:00:00;02:00:00;2,00;SP04_;SP04.56.342;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;4;8;;;
BD;Operativa;Reach Stacker - 41;Spreader Comp. [RS06.14];Spreader Comp.-Encod./Limit Sw./Sens. [RS06.14.139];FALTA SEÑAL;SPREADER SIN SEÑAL-SE AJUSTAN SENSORES;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;02:30:00;02:40:00;0,17;RS06_;RS06.14.139;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;4;0,666666667;;;
BD;Operativa;Reach Stacker - 41;Spreader Comp. [RS06.14];Spreader Comp.-Twistlock System-Twistlock [RS06.14.345.061];FALTA SEÑAL;SE SOLTO PERNO DE LEVA DE TWISLOCK-SE REPUSO-SIGUE OPERANDO;103 MANTENIMIENTO;609 Roto/doblado;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;03:30:00;03:50:00;0,33;RS06_;RS06.14.345.061;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;4;1,333333333;;;
AO;Operativa;Rubber Tyred Gantry Crane - K11;Control System [RTG02.02];Control System-PLC [RTG02.02.259];APAGADO DRIVERS;SE RESETEA Y CONTINUA OPERANDO-ALERTA FALLA F10;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;04:16:00;04:30:00;0,23;RTG02_;RTG02.02.259;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;4;0,933333333;;;
BD;Seguimiento;Mobile Harbour Crane - 08;Rotating Unit [MHC02.61];Rotating Unit-Slewing-Bearing [MHC02.61.303.171];Gancho;FUGA DE ACEITE EN BOMBA HIDRAULICA-ROTURA DE RETEN;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;04:37:00;06:00:00;1,38;MHC02_;MHC02.61.303.171;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;4;5,533333333;;;
MC;Operativa;Reach Stacker - 42;Hydraulic System [RS07.15];Hydraulic System-Block-Brake [RS07.15.037.177];Ajuste de parking;Se realiza regulacion del parking debido a que al activarlo la maquina no frenaba. se prueba funcionamiento quedando ok.;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:00:00;08:42:00;1,70;RS07_;RS07.15.037.177;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;3,4;;;
BD;Operativa;Rubber Tyred Gantry Crane - K02;LV/Power System [RTG01.04];LV/Power System-Generator [RTG01.04.175];Bajo Voltaje de Generacion;Se procede a revisar y se encuentra bajo voltaje generado se procede a regular la placa AVR y se deja el voltaje en 500V se realiza prueba de funcionamiento del equipo quedando ok.;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;08:30:00;09:10:00;0,67;RTG01_;RTG01.04.175;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;3;2;;;
MC;Operativa;Mobile Harbour Crane - 08;Rotating Unit [MHC02.61];Rotating Unit-Slewing-Hydraulic Components [MHC02.61.303.156];Gancho;Se procede a revisar y se encuentra reten de la bomba hidraulica dañado, se realiza reemplazo de la bomba, se realiza limpieza, se prueba funcionamiento quedando ok, se pidio tacho pesado para la prueba. Y el operador indico que estaba bien;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:00:00;13:00:00;6,00;MHC02_;MHC02.61.303.156;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;12;;;
MC;Operativa;Mobile Harbour Crane - 10;Spreader Control [MHC04.29];Spreader Control-Cable Reel [MHC04.29.069];Falla no enciende el spreader;Se procede a revisar cable reel y el mismo tenia cortado, cable 1 y 2, se procede a reemplazar cables 1 x 4 y 2 x5, se cambia arriba en la punta de la pluma y en el gancho, se prueba funcionameinto quedando ok.Se reviso el spreader por falla en uno de los sensores y cilindro de twislock;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;07:00:00;13:00:00;6,00;MHC04_;MHC04.29.069;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;12;;;
MC;No operat.;Reach Stacker - 43;Hydraulic System [RS08.15];Hydraulic System-Block-Brake [RS08.15.037.177];Falla de freno;Se procede a revisar se regulan las bombas, se cambia valvula antiretorno, el equipo funciona bien activa el freno y parking, pero tiene una perdida en el bloque, se tiene que revisar perdida para corregir;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:00:00;14:00:00;7,00;RS08_;RS08.15.037.177;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;14;;;
MC;Seguimiento;Rubber Tyred Gantry Crane - K26;Main Hoist [RTG06.05];Main Hoist-Anti-Sway System-Wire Rope-P003 [RTG06.05.015.306.P003];Rotura de Cable ACM3 ;Se procede a revisar y estaba cortado cordon de cable de ACM 3 Se realiza reemplazo del mismo y durante el reemplazo se observa que los cables estan resecos, se informa para que luego del cambio se continue con el engrase de los cables, ademas se observa perdida de aceite por visor de reductor de hoist 1, se debe programar;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;09:40:00;14:00:00;4,33;RTG06_;RTG06.05.015.306.P003;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;4;17,33333333;;;
MC;No operat.;Empty Handler - 46;Spreader Comp. [EH03.14];Spreader Comp. [EH03.14];Continuacion de Armado de spreader;Se continua con el armado del spreader se avanza en conexion de mangueras reemplazo de cadena de plastico, colocacion de fusibles, se observa que falta rele de arranque del motor.;103 MANTENIMIENTO;601 Paro;;;;10:30:00;14:00:00;3,50;EH03_;EH03.14;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;7;;;
MC;Seguimiento;Hook;;NO ID;Gancho;Se procede a realizar reeMPlazo del motor electrico del gancho que esta dentro de taller que se bajo de la grua 8 debido a el mismo estaba a masa, se coloca motor reparado que tenia cortado cables de la bobina, queda pendiente probar el gancho.;;;;;;13:00:00;14:00:00;1,00;#N/A;#N/A;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;2;;;
MC;No operat.;Empty Handler - 45;;NO ID;Sacar esparragos cortados;Se sacan esparragos cortado y se dejan en pañol para que compren machos debido que no habia en pañol;;;;;;09:00:00;14:00:00;5,00;EH02_;#N/A;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;10;;;
FR;Operativa;Mobile Harbour Crane - 08;Mobile Harbour Crane - 02 [MHC02];Mobile Harbour Crane - 02 [MHC02];busqueda de perdidas de aceite;se realiza busqueda de perdidas de aceite pero hay q sacar chapones para ver ;103 MANTENIMIENTO;607 Fuga;201 Impacto en seguridad;301 Falla Mecánica;404 Relacionado a Mantenimiento;15:00:00;17:00:00;2,00;MHC02_;#N/A;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;1;2;;;
MC;Operativa;Reach Stacker - 43;Hydraulic System [RS08.15];Hydraulic System-Block-Brake [RS08.15.037.177];Ajuste de parking;se regula caliper de freno parking,conector de entrada de bomba y bobina de valvula de freno parking;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:00:00;20:00:00;6,00;RS08_;RS08.15.037.177;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;12;;;
MC;Operativa;Reach Stacker - 42;Spreader Comp. [RS07.14];Spreader Comp.-Twistlock System [RS07.14.345];se trabaron twistlock;se destrabaron twislock, se encontraron doblados asi q se dejo fuera de servicio. Se trajo al taller y se cambiaron twislock;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:45:00;22:00:00;7,25;RS07_;RS07.14.345;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;3;21,75;;;
BD;Operativa;Rubber Tyred Gantry Crane - K16;Gantry [RTG03.07];Gantry-Electrical Drive [RTG03.07.125];f10 varias veces en el turno;se revisa y presenta falla f10 ,por diferencia de potencial electrico,podria ser a picos de sobretension por movimientos bruscos.se resetea ,apaga y enciende, y sigue funcionando normal. Fueron 5/6 veces en el turno;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:00:00;15:30:00;1,50;RTG03_;RTG03.07.125;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;3;4,5;;;
BD;Operativa;Rubber Tyred Gantry Crane - K17;Gantry [RTG04.07];Gantry-Tire/Rim [RTG04.07.329];rueda pinchada;se da aviso a darsena 6 quienes cambian la rueda;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:45:00;16:30:00;1,75;RTG04_;RTG04.07.329;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;3,5;;;
BD;Operativa;Reach Stacker - 38;Hydraulic System [RS03.15];Hydraulic System-Hydraulic Cylinder [RS03.15.199];ruido en perno de cilindro de elevacion;se revisa y se da operativa ,solo ruido.;102 OPERACIONES;603 Sonido extraño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;16:00:00;16:20:00;0,33;RS03_;RS03.15.199;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;3;1;;;
FR;Operativa;Reach Stacker - 38;Hydraulic System [RS03.15];Hydraulic System-Hydraulic Cylinder [RS03.15.199];ruido en perno de cilindro de elevacion;al revisar por ruido se recomienda desarmar perno y revisar/lubricar al realizar mp;103 MANTENIMIENTO;603 Sonido extraño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;16:20:00;17:00:00;0,67;RS03_;RS03.15.199;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;3;2;;;
BD;Operativa;Rubber Tyred Gantry Crane - K20;Control System [RTG05.02];Control System-Lighting [RTG05.02.213];se apago semaforo de spreader;falla operativa;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;15:15:00;15:35:00;0,33;RTG05_;RTG05.02.213;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;3;1;;;
MC;Operativa;Spreader - 18;Twistlock System [SP03.56];Twistlock System [SP03.56];twistlock doblados;se cambian los 4 twistlock y camisas;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;15:00:00;21:00:00;6,00;SP03_;SP03.56;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;3;18;;;
MP;No operat.;Rubber Tyred Gantry Crane - K26;Rubber Tyred Gantry Crane - 06 [RTG06];Rubber Tyred Gantry Crane - 06 [RTG06];MP;se realizan items pendientes;103 MANTENIMIENTO;699 No aplica;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;14:00:00;15:00:00;1,00;RTG06_;#N/A;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;2;;;
MP;No operat.;Rubber Tyred Gantry Crane - K26;Rubber Tyred Gantry Crane - 06 [RTG06];Rubber Tyred Gantry Crane - 06 [RTG06];MP;no se pudo realizar engrase de cables de acero por no haber grasa en pañol;103 MANTENIMIENTO;699 No aplica;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;15:00:00;22:00:00;7,00;RTG06_;#N/A;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;14;;;
FR;No operat.;Rubber Tyred Gantry Crane - K26;Control System [RTG06.02];Control System [RTG06.02];;al realizar mp se observa q no funciona tarjeta cc3 y discos de freno de booguie 7 y 8 estan gastados;103 MANTENIMIENTO;609 Roto/doblado;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;21:00:00;22:00:00;1,00;RTG06_;#N/A;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;2;2;;;
BD;No operat.;Reach Stacker - 43;Hydraulic System [RS08.15];Hydraulic System-Hose/Pipe [RS08.15.198];perdida de aceite;llaman por aparente rotura de manguera .se envio a la guardia;102 OPERACIONES;607 Fuga;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;21:20:00;22:00:00;0,67;RS08_;RS08.15.198;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;26;3;2;;;
AO;Operativa;Rubber Tyred Gantry Crane - K02;Main Structure [RTG01.03];Main Structure-Bogie/Equalizer [RTG01.03.041];INFORMAN NEUMATICO PINCHADO;OPERACIONES INFORMA NEUMATICO DESINFLADO-AL MOMENTO DE INTERVENIR EL GOMERO NO DETECTA AVERIA-CONTINUA OPERATIVA;102 OPERACIONES;601 Paro;203 Impacto Operacional;399  No hay falla;;23:20:00;00:36:00;1,27;RTG01_;RTG01.03.041;lunes, 26 de junio de 2023;lunes, 26 de junio de 2023;26;27;2;2,533333333;;;
